Title,Url,Description,Date,Source
Launched Platinum plans after Trai had no issues with Voda Idea plan so far: Airtel,https://economictimes.indiatimes.com/industry/telecom/telecom-news/launched-platinum-plans-after-trai-had-no-issues-with-voda-idea-plan-so-far-airtel/articleshow/77483612.cms,"The Sunil Mittal-led telco, in its latest response to the regulator, dated August 10, said Trai is fully aware that the Platinum offering is no different from what was done by VIL in November 2019, when the latter launched the RedX plan, also offering faster speeds as a key differentiator for postpaid users.",2020-08-11T16:40:04+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
"Latest Trai queries on RedX plan doesn't factor in facts, service quality data: Voda Idea",https://economictimes.indiatimes.com/industry/telecom/telecom-news/latest-trai-queries-on-redx-plan-doesnt-factor-in-facts-service-quality-data-voda-idea/articleshow/77480986.cms,"The company, in its letter dated August 10, has urged the Telecom Regulatory Authority of India (Trai) to closely examine its periodic filings on the quality of service (QoS) parameters on the VIL network to objectively draw conclusions on its queries regarding RedX. ",2020-08-11T14:05:16+05:30,http://economictimes.indiatimes.com/industry/telecom/rssfeeds/13354103.cms
"Personal computer sales up 40-50%, gaming PC contribution may double in consumer biz: Lenovo India",https://economictimes.indiatimes.com/tech/hardware/personal-computer-sales-up-40-50-gaming-pc-contribution-may-double-in-consumer-biz-lenovo-india/articleshow/77615863.cms,Lenovo CEO and MD Rahul Agarwal told that online classes are driving sales of laptops in the consumer segment where students want devices with high computing power that they can use for studies as well as playing games. ,2020-08-18T19:56:49+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Atmanirbhar Bharat: Govt launches contest to promote homegrown microprocessor companies,https://economictimes.indiatimes.com/tech/hardware/atmanirbhar-bharat-govt-launches-contest-to-promote-homegrown-microprocessor-companies/articleshow/77614095.cms,"Under the Swadeshi Microprocessor Challenge, 100 shortlisted companies will win a grant of total Rs 1 Crore, while 25 finalists will win Rs. 1 crore each. The top 10 teams entering the finale will get the seed fund of total Rs 2.30 Crore and 12 months of incubation support.",2020-08-18T18:24:08+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"Realme launches C15, C12 budget smartphones in India",https://economictimes.indiatimes.com/tech/hardware/realme-launches-c15-c12-budget-smartphones-in-india/articleshow/77609539.cms,"Realme C15 will be available in two variants - 3GB+32GB priced at Rs 9,999 and 4GB+64GB priced at Rs 10,999. The smartphone will be up for sale on August 27.",2020-08-18T14:16:32+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"Samsung may move part of smartphone production to India, plans to make devices worth $40 billion",https://economictimes.indiatimes.com/tech/hardware/samsung-likely-to-move-part-of-smartphone-production-to-india-plans-to-make-devices-worth-40-bn/articleshow/77582820.cms,"Once Samsungs move fructifies, the company will join iconic smartphone major Apple, which is also in the process of shifting a key part of its production line for smartphones to India. The global smartphone export market is about $270 billion. By value, Apple has a 38% market share and Samsung 22%. ",2020-08-17T08:20:21+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"Micromax to invest ₹500 crore in R&D, manufacturing backed by India's PLI scheme",https://economictimes.indiatimes.com/tech/hardware/micromax-to-invest-500-crore-in-rd-manufacturing-backed-by-indias-pli-scheme/articleshow/77532290.cms,"Home-bred handset maker Micromax plans to invest Rs 500 crore on expanding local manufacturing and research and development (R&D) operations as it plots a comeback in India's smartphone market, backed by the governments production-linked incentive (PLI) scheme.",2020-08-14T04:28:36+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"Chinese phone maker Xiaomi's India arm pledges 2,500 smartphones to support online education",https://economictimes.indiatimes.com/tech/hardware/chinese-phone-maker-xiaomis-india-arm-pledges-2500-smartphones-to-support-online-education/articleshow/77523912.cms,"""MI India distribution and retails came up with a fantastic idea.Together they will be contributing 2,500 smartphones to enable children most impacted by the pandemic to access quality education.",2020-08-13T15:54:25+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Jio announces new offer; now you can get the Jio Phone 2 in Rs 141,https://economictimes.indiatimes.com/tech/hardware/reliance-jio-announces-new-offer-now-you-can-get-the-jio-phone-2-in-rs-141/articleshow/77522076.cms,"The Jio Phone 2 is priced at Rs 2,999, and the offer is applicable only on credit cards. With a booking price of Rs 99, buyers can get the device within 3-5 days.",2020-08-13T14:22:41+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Microsoft back in the smartphone business after more than four years with its new Duo,https://economictimes.indiatimes.com/tech/hardware/microsoft-back-in-the-smartphone-business-after-more-than-four-years-with-its-new-duo/articleshow/77510256.cms,"Microsoft is pitching the Duo as a more useful tool than a conventional smartphone. CEO Satya Nadella, for instance, uses one screen to take notes and the other to read a book on Amazon's Kindle app. The Duo has two 5.6-inch displays and, when opened like a book, is a slim 4.8 mm thick, making it what the company says is the thinnest device on the market.",2020-08-12T22:04:58+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"HMD Global, maker of Nokia phones wants to make India its export hub",https://economictimes.indiatimes.com/tech/hardware/hmd-global-maker-of-nokia-phones-wants-to-make-india-its-export-hub/articleshow/77498245.cms,"HMD will work with local contract manufacturers, chipset designer Qualcomm, and internet giant Google to bring low-cost 4G and affordable 5G smartphones in the coming future, Florian Seiche, CEO at HMD Global, told ET exclusively. Google and Qualcomm had announced a similar partnership with Indian telecom operator Reliance Jio last month.",2020-08-12T10:58:50+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Nokia phone maker HMD to use part of its freshly-raised $230 million on Indian operations,https://economictimes.indiatimes.com/tech/hardware/nokia-phone-maker-hmd-to-use-part-of-its-freshly-raised-230-million-on-indian-operations/articleshow/77492018.cms,"HMD will work with local contract manufacturers, chipset designer Qualcomm, and internet giant Google to bring low-cost 4G and affordable 5G smartphones in the coming future, Florian Seiche, CEO at HMD Global, told ET exclusively. Google and Qualcomm had announced a similar partnership with Indian telecom operator Reliance Jio last month.",2020-08-11T23:46:29+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"India PC market falls 37.3% in Q2, WFH drives strong notebook sales in enterprise segment: IDC",https://economictimes.indiatimes.com/tech/hardware/india-pc-market-falls-37-3-in-q2-wfh-drives-strong-notebook-sales-in-enterprise-segment-idc/articleshow/77483332.cms,"The consumer segment had a relatively small quarter since the market was operational for just 45 days due to the countrywide lockdown in the first half of the quarter. However, strong demand from e-learning was able to cover the gap to some extent.",2020-08-11T16:25:41+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
A snapshot of how much Indians spend on buying Chinese smartphones,https://economictimes.indiatimes.com/tech/hardware/a-snapshot-of-how-much-indians-spend-on-buying-chinese-smartphones/articleshow/77447547.cms,"The disclosure by Oppo Mobiles India, the flagship entity of Chinas BBK Group in India, also said sales slowed down and profit took a hit due to the lockdown during the first two quarters of the current financial year.",2020-08-09T19:18:50+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Xiaomi to take legal action against those spreading misinformation: MD Manu Kumar Jain,https://economictimes.indiatimes.com/tech/hardware/xiaomi-to-take-legal-action-against-those-spreading-misinformation-md-manu-kumar-jain/articleshow/77426779.cms,The company also clarified that it has its own Cleaner app which is separate from the Clean Master app banned by the government. Xiaomi said it is removing the industry definitions (also used by Clean Master app) which are vital for functioning of its cleaner app. The new version of the Cleaner app can be updated by users.,2020-08-08T09:53:54+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"Samsung regains top spot in overall handset space, narrows gap with Xiaomi in smartphones: IDC",https://economictimes.indiatimes.com/tech/hardware/samsung-regains-top-spot-in-overall-handset-space-narrows-gap-with-xiaomi-in-smartphones-idc/articleshow/77410782.cms,"In the feature phone plus smartphone market Samsung (24% share) is now trailed by Xiaomi and Vivo which only sell smartphones. Though trailing behind Xiaomi in the smartphone market, Samsung has narrowed the gap, by capturing 26.3% of the smartphone market in the June-ended quarter as against 15.6% in the previous quarter.",2020-08-07T14:28:25+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Six states woo mobile phone manufacturers with incentives and attractive subsidies,https://economictimes.indiatimes.com/tech/hardware/six-states-woo-mobile-phone-manufacturers-with-incentives-and-attractive-subsidies/articleshow/77362967.cms,"Uttar Pradesh has already written to both Pegatron and Apple, highlighting its offer of 20% added incentive on capital invested and 25% subsidy on land. It is also wooing Samsung.",2020-08-05T08:00:49+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Nokia to set up robotics lab at Indian Institute of Science Bengaluru,https://economictimes.indiatimes.com/tech/hardware/nokia-to-set-up-robotics-lab-at-indian-institute-of-science-bengaluru/articleshow/77351547.cms,"Nokia will set up a robotics lab at the Indian Institute of Science (IISc), Bengaluru for research on socially-relevant use cases based on 5G and emerging technologies, the company said on Tuesday. ",2020-08-04T17:52:59+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Google to bring latest Pixel 4a smartphone to Indian market in October,https://economictimes.indiatimes.com/tech/hardware/google-to-bring-latest-pixel-4a-smartphone-to-indian-market-in-october/articleshow/77335909.cms,"The company will, however, not bring its new 5G-enabled Pixel 5 and Pixel 4a (5G) to India and Singapore markets.",2020-08-03T22:17:37+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
"Mega investments from global tech giants prove India's attractiveness, says RS Prasad",https://economictimes.indiatimes.com/tech/hardware/mega-investments-from-global-tech-giants-prove-indias-attractiveness-says-rs-prasad/articleshow/77323928.cms,"The telecom and IT minister was speaking a day after announcing that 22 global and Indian firms, including all three of Apple's contract manufacturers - Foxconn, Pegatron and Wistron - along with Samsung had committed investments of Rs 11,000 crore. ",2020-08-03T07:06:15+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Diversifying supply chains: Apple vendor eyes production shift to India,https://economictimes.indiatimes.com/tech/hardware/diversifying-supply-chains-apple-vendor-eyes-production-shift-to-india/articleshow/77311391.cms,"The establishment of the facility is expected to generate employment for around 55,000 Indian workers over a year or so, sources familiar with the exercise told TOI. The vendors may expand the operations beyond phones to include tablets and even computers and laptops in the coming years.",2020-08-02T10:06:45+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Indian smartphone market set to recover by 40% in 2nd half: Report,https://economictimes.indiatimes.com/tech/hardware/indian-smartphone-market-set-to-recover-by-40-in-2nd-half-report/articleshow/77298108.cms,"After going through disruptions in supply chain and curtailed domestic production, the Indian smartphone market is now showing encouraging signs of revival that sets it on a potential course for market recovery for over 40 per cent in the second half this year, according to a new report. ",2020-08-01T11:39:41+05:30,http://economictimes.indiatimes.com/tech/hardware/rssfeeds/13357565.cms
Triller registers around 40 million downloads in India,https://economictimes.indiatimes.com/tech/software/triller-registers-around-40m-downloads-in-india/articleshow/77552069.cms," Los Angeles-based social video app Triller has seen around 40 million downloads from Google Play Store and Apple App Store in India within a month and half of its launch, after the ban on Chinese short-video platform TikTok.",2020-08-14T23:08:20+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"Apple, Google drop Fortnite from app stores over payments",https://economictimes.indiatimes.com/tech/software/apple-google-drop-fortnite-from-app-stores-over-payments/articleshow/77536599.cms,"Fortnite is free, but users can pay for in game accoutrements like weapons and skins. Its developer, Epic Games, said in a blog post Thursday that it was introducing Epic Direct payments, a direct payment plan for Apple's iOS and Google Play.  Apple and Google said the service violates their guidelines. ",2020-08-14T07:29:30+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
Buzz of TikTok return causes uncertainty; investors now in a wait-and-watch mode,https://economictimes.indiatimes.com/tech/software/buzz-of-tiktok-return-causes-uncertainty-investors-now-in-a-wait-and-watch-mode/articleshow/77453988.cms,"Most investors who were looking to bet on homegrown short-video apps which have proliferated in the past one month, may hold out before there is further clarity. Things have been changing every few days.  The high-stakes sale of TikTok in the US and in India has changed the course of events, say investors.",2020-08-10T07:05:06+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"Facebook Gaming finally clears Apple hurdle, arriving in app store",https://economictimes.indiatimes.com/tech/software/facebook-gaming-finally-clears-apple-hurdle-arriving-in-app-store/articleshow/77429203.cms,"Games are the largest source of revenue for Apple on the App Store, and many tech executives have concluded that Apple blocks game services that could compete with its own products and sales. Apple, without directly addressing Facebook Gaming, said its App Store policies were designed to protect consumers. ",2020-08-08T13:26:21+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
Microsoft introduces 'Power Platform Return to the Workplace solution' in India,https://economictimes.indiatimes.com/tech/software/microsoft-introduces-power-platform-return-to-the-workplace-solution-in-india/articleshow/77389682.cms,"Designed for fast deployment and customisation, it is a comprehensive, end-to-end set of modules built on a secure and compliant platform, the company said. ",2020-08-06T14:12:22+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
Indian software product companies write to government requesting reforms,https://economictimes.indiatimes.com/tech/software/indian-software-product-companies-write-to-government-requesting-reforms/articleshow/77376072.cms,"About 120 large product companies, including prominent ones such as Zoho, Freshworks, Tally Solutions and Quick Heal Technologies, have written to Union Minister of Electronics and IT Ravi Shankar Prasad requesting that the government should do away with tax deducted at source (TDS) on local software products and Softex forms that assess the value of a product each time it is exported.",2020-08-05T20:38:40+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
A timeline: Chinese apps face the heat everywhere over security concerns,https://economictimes.indiatimes.com/tech/software/a-timeline-chinese-apps-face-the-heat-everywhere-over-security-concerns/articleshow/77364058.cms,A look at the timeline of such events in India and around the world,2020-08-05T09:31:46+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"List of banned Chinese apps gets 15 new entries, most are 'lite', 'pro' versions",https://economictimes.indiatimes.com/tech/software/list-of-banned-chinese-apps-gets-15-new-entries-most-are-lite-pro-versions/articleshow/77362880.cms,"Among the new apps included in the list are photo editor AirBrush, short video and prediction tool Meipai and camera app BoXxCAM, which are owned by Chinas Meitu, which makes smartphones as well as many popular selfie apps. ",2020-08-05T07:49:13+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
Coronavirus pandemic: Half of KPIT employees to permanently work from home,https://economictimes.indiatimes.com/tech/software/coronavirus-pandemic-half-of-kpit-employees-to-permanently-work-from-home/articleshow/77349870.cms,"The company, which primarily provides software solutions to automotive firms said that it expected to start growing again in the second half of the year, even while some impact of the Covid-19 pandemic continued in this quarter. ",2020-08-04T16:28:04+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
LTTS expands collaboration with Microsoft to offer workplace transformation solutions,https://economictimes.indiatimes.com/tech/software/ltts-expands-collaboration-with-microsoft-to-offer-workplace-transformation-solutions/articleshow/77346713.cms,"The cloud-based smart buildings/campus/spaces solution helps monitor and manage building operations and optimise business metrics leveraging advanced IoT based Edge Analytics and machine learning algorithms, the engineering services company said in a statement.",2020-08-04T13:33:57+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"India blocks top Chinese apps Baidu, Weibo, to be taken off from app stores",https://economictimes.indiatimes.com/tech/software/india-blocks-top-chinese-apps-baidu-weibo-to-be-taken-off-from-app-stores/articleshow/77343577.cms,"Baidu Search and Weibo, among the most influential apps of China and dubbed as the countrys answer to Google search and Twitter respectively, have been blocked in India. Weibo, launched in 2009 by Sina Corporation, has over 500 million registered users globally. Baidu has been testing waters in India. One of its significant products here is Facemoji keyboar",2020-08-04T10:22:02+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"After case against Cisco, US group gathers evidence against caste discrimination in Silicon Valley",https://economictimes.indiatimes.com/tech/software/after-case-against-cisco-us-group-gathers-evidence-against-caste-discrimination-in-silicon-valley/articleshow/77225914.cms,Ambedkar King Study Circle (AKSC) in California is collecting evidence following the US States lawsuit against networking tech company Cisco Systems for allegedly denying professional opportunities to an unnamed engineer.,2020-07-28T22:32:01+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
IMD launches weather app for real-time updates and warnings across India,https://economictimes.indiatimes.com/tech/software/imd-launches-weather-app-for-real-time-updates-and-warnings-across-india/articleshow/77211876.cms,"Called ""Mausam"", the app is aimed at the urban population and will provide realised weather features and forecasts for upto a week across the listed 450 cities. It will also show radar and satellite images, which were earlier visible only on IMD's website.",2020-07-28T08:57:38+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
Wipro may offer AI tool Ethica to clients as the CEO looks to revamp digital technology-based solutions,https://economictimes.indiatimes.com/tech/software/wipro-may-offer-ai-tool-ethica-to-cos/articleshow/77206871.cms,"New CEO Thierry Delaporte looks to ramp up internal tech offerings, hence Wipro's Ethica  can help companies ensure that their consumer-facing solutions are transparent, ethical and unbiased.  It will also help in unbiased revenue forecasting for companies.",2020-07-28T04:55:11+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"2nd digital strike targets clones of banned China apps, Google and Apple Inc directed to remove these apps",https://economictimes.indiatimes.com/tech/software/2nd-digital-strike-targets-clones-of-banned-china-apps/articleshow/77206845.cms,"Google and Apple Inc, which run popular mobile operating systems Android and iOS, respectively, were directed to remove these apps from their app stores, and they are expected to comply with the order",2020-07-28T04:54:56+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"Govt bans 47 more Chinese apps citing risks to national sovereignty, integrity and defence",https://economictimes.indiatimes.com/tech/software/government-bans-47-more-chinese-apps-citing-risks-to-national-sovereignty-integrity-and-defence-source/articleshow/77195821.cms,The source privy to the development said that the 47 additional Chinese apps that have been banned now were clones and variants of the apps which were blocked earlier.,2020-07-27T14:18:27+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
Strengthening cybersecurity: Government to write a code for apps to run on,https://economictimes.indiatimes.com/tech/software/govt-to-write-a-code-for-apps-to-run-on/articleshow/77187154.cms,"The exercise is likely to be done in consultation with the ministries of home, electronics and IT and I&B besides the department of telecommunications (DoT), sources said.",2020-07-27T04:36:52+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"Sterlite Tech says BSNL's outstanding dues now below Rs 100 cr, expects substantial settlement this year",https://economictimes.indiatimes.com/tech/software/sterlite-tech-says-bsnls-outstanding-dues-now-below-rs-100-cr-expects-substantial-settlement-this-year/articleshow/77180251.cms,"The pending dues were for optical fibre cable sales to BSNL, the supplies for which happened in 2018, he said, adding that the payment issue was limited only to telcos' capex-related maintenance and upgrade work, and not state rural broadband and other projects.",2020-07-26T14:05:19+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
JioMart app now available on both Google's Android Playstore and iOS,https://economictimes.indiatimes.com/tech/software/jiomart-app-now-available-on-both-googles-android-playstore-and-ios/articleshow/77145392.cms,"Within a few days of its launch, JioMart app crossed the 10 lakh downloads mark on the Google Play Store and is one of the top three apps in the 'Shopping' category. With the launch of the app, JioMart now enables increased omni-platform interface bringing seamless and enhanced accessibility to consumers.",2020-07-24T15:06:08+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
"Digital technology: Indian SaaS industry to grow six times by 2025, says Nasscom",https://economictimes.indiatimes.com/tech/software/digital-technology-indian-saas-industry-to-grow-six-times-by-2025-says-nasscom/articleshow/77132034.cms,"For India to take advantage of this untapped market share, Indian SaaS companies need to ensure business continuity during times like COVID-19, enhance their existing value proposition and identify growth opportunities, among others.",2020-07-23T20:29:07+05:30,http://economictimes.indiatimes.com/tech/software/rssfeeds/13357555.cms
Brillio sets up an office in Chennai,https://economictimes.indiatimes.com/tech/ites/brillio-sets-up-an-office-in-chennai/articleshow/77625071.cms,"The company said some of their customers were based in Chennai, and this office would bring them closer to those customers. Expanding into cities outside Bangalore in India was part of the company's plan in 2020, the management said. Last year, Brillio set up a new office in Pune and Hyderabad.",2020-08-19T07:43:18+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
"Technology companies step up their Indian language play using AI, NLP",https://economictimes.indiatimes.com/tech/ites/technology-companies-step-up-their-indian-language-play-using-ai-nlp-tools/articleshow/77615454.cms,"During the past few months, these companies have seen extensive use of such solutions for responding to the Covid-19 pandemic in Indian languages.",2020-08-18T19:37:43+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
IT firms turn to former employees to fill open roles as business revives,https://economictimes.indiatimes.com/tech/ites/it-firms-turn-to-former-employees-to-fill-open-roles-as-business-revives/articleshow/77613883.cms,"As businesses revive following stepped up outsourcing by clients to cut costs and scale up their technologies, IT services providers including Mindtree, Birlasoft and LTI are tapping their alumni network. For companies, bringing back old hands means they can hit the ground running as the employees are already familiar with its basic culture and practices. ",2020-08-18T18:10:49+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Tech Mahindra launches Upskilling-as-a-service platform,https://economictimes.indiatimes.com/tech/ites/tech-mahindra-launches-upskilling-as-a-service-platform/articleshow/77609354.cms,"Powered by New Age Delivery (NAD), UaaS will enhance employee competencies across emerging technologies like 5G, cloud, big data and robotic process automation. The learning platform leverages AI to provide interactive, on-demand, contextual and hyper-personalised upskilling to employees in self-service mode. ",2020-08-18T14:04:48+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Birlasoft announces global strategic cloud partnership with Microsoft,https://economictimes.indiatimes.com/tech/ites/birlasoft-announces-global-strategic-cloud-partnership-with-microsoft/articleshow/77609019.cms,"The company said it intends to grow its Microsoft cloud business to $100 million with this partnership. Birlasoft has been a Microsoft Gold partner for 10 years now. ""Birlasoft empowers our customers to harness the full power of digital by combining enterprise applications with the most modern platforms, software and digitalization processes, said Dharmender Kapoor, CEO at Birlasoft.",2020-08-18T13:47:46+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Global digital push will help IT services grow in the next 5 years: Cognizant's Malcolm Frank,https://economictimes.indiatimes.com/tech/ites/global-digital-push-will-help-it-services-grow-in-the-next-5-years-cognizants-malcolm-frank/articleshow/77594156.cms,"I think that this (pandemic-led) recession is going to be a catalyst that drives tremendous growth for our (IT) sector for the next five years, Malcolm Frank, president of Cognizant's digital business said. ",2020-08-17T19:15:19+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
HCL and Headstrong veteran Arjun Malhotra joins Accolite board as Chairman,https://economictimes.indiatimes.com/tech/ites/hcl-and-headstrong-veteran-arjun-malhotra-joins-accolite-board-as-chairman/articleshow/77549433.cms,"Chief Executive Officer of Accolite, Leela Kaza said that Malhotra has been roped in to help scale up the companys operations and transform into a $500 million enterprise. Founded in 2007, Accolite is a bootstrapped IT services firm and specialises in the BFSI services space. ",2020-08-14T20:50:14+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
"Infosys extends support for GovHack 2020 in Australia, New Zealand",https://economictimes.indiatimes.com/tech/ites/infosys-extends-support-for-govhack-2020-in-australia-new-zealand/articleshow/77544161.cms,"The two-day hack event, which begins on Friday, is being held simultaneously in Australia and New Zealand and gives competitors 46 hours to create concepts, mashups, and models with open government data, according to a statement.",2020-08-14T16:07:36+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
L&T Chairman says urgent reforms needed across sectors as India faces multiple challenges,https://economictimes.indiatimes.com/tech/ites/lt-chairman-says-urgent-reforms-needed-across-sectors-as-india-faces-challenges-on-multiple-fronts/articleshow/77528687.cms,Naik said that the strong anti-China sentiment in the country and around the world can possibly be a game changer for the Indian industry.,2020-08-13T20:16:19+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
"Nasscom welcomes latest H-1B visa exemptions, says cautiously optimistic",https://economictimes.indiatimes.com/tech/ites/nasscom-welcomes-latest-h-1b-visa-exemptions-says-cautiously-optimistic/articleshow/77522905.cms,"On Wednesday, the US Department of State announced national interest exemptions to the two Presidential Proclamations suspending entry of certain immigrant and non-immigrant (H-1B, H-2B, and L-1) visa holders into the United States.",2020-08-13T15:05:45+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Atmanirbhar Bharat? Here's a reality check for Made in India smartphones,https://economictimes.indiatimes.com/tech/ites/atmanirbhar-bharat-heres-reality-check-for-made-in-india-smartphones/articleshow/77515519.cms,"Indian manufacturing is either minimal or absent in high tech components like printed circuit boards, chipsets, display and camera modules. These are designed and made in China or Taiwan. Manufacturing in India is limited only to assembly-test-mark-pack facilities. ",2020-08-13T06:37:14+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Mphasis awarded US patent for Artificial Intelligence system to analyse data,https://economictimes.indiatimes.com/tech/ites/mphasis-awarded-us-patent-for-artificial-intelligence-system-to-analyse-data/articleshow/77504225.cms,"The patent relates to optimised data aggregation and analytics across physical and digital data sources, the Bengaluru-headquartered company said in a statement. ",2020-08-12T16:36:55+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
"European firms, banks take outsourced jobs back home fearing data leaks amid Covid-19",https://economictimes.indiatimes.com/tech/ites/european-firms-banks-take-outsourced-jobs-back-home-fearing-data-leaks-amid-covid-19/articleshow/77465621.cms,Europe accounts for about 30% of Indias $150 billion outsourcing industry. The European companies and banks fear that a data leak in India could end with steep penalties back home in Europe due to strict data protection laws.,2020-08-10T19:40:17+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Pune based IT firm Persistent Systems' CEO Chris O'Connor resigns citing personal reasons,https://economictimes.indiatimes.com/tech/ites/pune-based-it-firm-persistent-systems-ceo-chris-oconnor-resigns-citing-personal-reasons/articleshow/77457769.cms,"Pune based mid-size IT firm Persistent Systems today announced the resignation of its chief executive officer Christopher OConnor. He said that he was resigning for personal reasons through a letter dated August 9, 2020. ",2020-08-10T12:04:45+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
"IT, BPM companies see a sharp rise in digital transformation deals",https://economictimes.indiatimes.com/tech/ites/it-bpm-companies-see-a-sharp-rise-in-digital-transformation-deals/articleshow/77449321.cms,"With the pandemic impacting all aspects of life, businesses across varied global markets have suddenly realised the need to shift their services and offerings online. ",2020-08-09T21:21:56+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
"Shelf-life of skills now only 2-3 years, says NASSCOM Chairman U B Pravin Rao",https://economictimes.indiatimes.com/tech/ites/shelf-life-of-skills-now-only-2-3-years-says-nasscom-chairman-u-b-pravin-rao/articleshow/77445978.cms,"As corporates are reinventing themselves, individuals also need to reinvent themselves to stay relevant, said the Chief Operating Officer of Bengaluru-headquartered IT major, Infosys Ltd. ",2020-08-09T16:55:00+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Revival in e-commerce demand leads to increased hiring at BPM firms,https://economictimes.indiatimes.com/tech/ites/revival-in-e-commerce-demand-leads-to-increased-hiring-at-bpm-firms/articleshow/77396858.cms,"The sector has hired up to 5,000 professionals in the last month, according to staffing experts.",2020-08-06T20:40:52+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
Wipro Ltd announces collaboration with Intel to enable Wipro's LIVE Workspace,https://economictimes.indiatimes.com/tech/ites/wipro-ltd-announces-collaboration-with-intel-to-enable-wipros-live-workspace/articleshow/77395010.cms,"This joint collaboration will help customers drive business continuity by enabling remote IT support and solutions, as they seek to keep employees productive amid social distancing boundaries and other remote-work limitations that have become the new normal.",2020-08-06T19:02:12+05:30,http://economictimes.indiatimes.com/tech/ites/rssfeeds/40274504.cms
